file,label,page,text,id,surrounding_text,calculated_date,pretty_date,link
Def730-CL20192911-042622_readable.pdf,timexy,6,09/11/13,"TIMEX3 type=""DATE"" value=""2013-11-09T00:00:00""","1A61-W3  VEHQ:  6ROM337  DMV-VR  RESPONSE  FOR  DATE;  05/22/16 
TIME:  OL:34INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
09/08/15  TO  09/08/1L6LIC  #:6ROM337  YRMD:11  MAKE:CHE  BTM  ‘UT  VIN 
t1GNSCBEO9BRI67344  R/O aT 
Deer ser  ee  eae  ent 
WEEE  S0.L0:00/00/11  RCID:09/11/15  OCID:09/20/11  LOCD:z  YO 
18K  AMER  NA,  PO  BX  2759,  JACKSONVILLE  CITY:FL  ZIP  :32203  LPT 
:P43110920  TYPE:11  POWR:F  VEH  :12  BODY:D  CLAS:MV  REC  STATUS; 
09/20/11  SMOG  DUE  09/08/17  PAPERLESS  TITLE  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE 
FICHE  DATE  TIC  V44  09/19/11  B9  0012  0406.00  00/00/00  ADO  RIG 
09/07/12  40  7139  00375,00  00/00/00  POT  RI6  09/11/13  40  7134 
00389.00  00/00/00,POT  RIG  09/08/14  42  7061  00314.00  00/00/00  POT 
R16  09/08/15  43  7004  00284.00  00/00/00  POT 
09/05/2011-ODOMETER:  13  MILES  ACTUAL  MILEAGE  END  cws 
RESPONSE*INFO* =  VLN¥  6ROM337  CA  NO  HIT  CJIS-SVS  RESPONSE 
FOR  1YYX.QVK.CA0194200,LIC/6ROM337.LIS/NO  HITSNO  NEAR  MISS. ",2013-11-09,Nov. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=6
Def730-CL20192911-042622_readable.pdf,timexy,5,10/02/14,"TIMEX3 type=""DATE"" value=""2014-02-10T00:00:00""","PRIOR  SUSPENSE  606  08/20/14  26  0006  00000.00  08/20/14  RIP  606 
08/14/14  B3  0014  00000.00  PRIOR  SUSPENSE  606  08/20/14  26  0010 
00124,0D  08/20/14  RIP  606  08/20/14  26  0006  00124.00  PRIOR 
SUSPENSE  606  09/30/14  C3  0003  00124,00  10/02/14  HOO  606  08/20/14 
26  0040  00124.00  PRIOR  SUSPENSE  606  07/30/15  B6  CoG2  0690.00 
08/01/15  HOO  606  07/20/15  14  0039  00090,00  PRIOR  SUSPENSE  IN3 
07/30/15  50  7054  00014.00  07/30/15  FR3  617  02/12/16  36  0065 
00030,00  02/17/16  FOO  617  02/11/16  22  0027  00030.00  PRIOR 
SUSPENSE  END  CJIS-SVS  RESPONSE  FOR 
1YYX,QVK.CA0294200,LIC/GHIM707.LIS/NO  HITSNEAR  MISS  ON 
6HIM7076EIM707  CA  LOST/STOLEN  PLATES  FCN/4091326803978 ",2014-02-10,Feb. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=5
Def210-CL20192911-041222_readable.pdf,timexy,1,2/3/2014,"TIMEX3 type=""DATE"" value=""2014-03-02T00:00:00""","Parties:  Amber  H  ——  (Owner);  Christi  Debrowski  < 
First  Message:  2/3/2014  5:23:41  PM  -08:00 ",2014-03-02,Mar. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-12-2022/Def210-CL20192911-041222.pdf#page=1
Def210-CL20192911-041222_readable.pdf,timexy,2,2/3/2014,"TIMEX3 type=""DATE"" value=""2014-03-02T00:00:00""","PM  -08:00 
8)"".  *  2/3/2014  5:37:48 ",2014-03-02,Mar. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-12-2022/Def210-CL20192911-041222.pdf#page=2
Def210-CL20192911-041222_readable.pdf,timexy,1,2/3/2014,"TIMEX3 type=""DATE"" value=""2014-03-02T00:00:00""","Parties:  Amber  H  ——  (Owner);  Christi  Debrowski  < 
First  Message:  2/3/2014  5:23:41  PM  -08:00 ",2014-03-02,Mar. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-12-2022/Def210-CL20192911-041222.pdf#page=1
Def730-CL20192911-042622_readable.pdf,timexy,7,03/03/2014,"TIMEX3 type=""DATE"" value=""2014-03-03T00:00:00""","1.7835  00083.00  PRIOR  SUSPENSE  662  07/11/14  27  0021  00042.00 
07/16/14  FOO  662  03/03/14  27  0054  00042.00  PRIOR  SUSPENSE  662 
12/30/14  12  0022  00113.00  01/01/15  HOO  662  12/30/14  12  5022 
00103,00  01/01/15  HOO  C45  12/18/15  SC  0022  00103,00  12/25/15  HOO 
C45  12/18/15  SC  5022  00059.00  12/25/15  HOO  03/03/2014-ODOMETER: 
90,000  MILES  ACTUAL  MILEAGE  END  CJIS-SVS  RESPONSE  FOR 
1YYX,QVK.CA0194200.LIC/6PUES2Z2,LIS/NO  HITSNO  NEAR  MISS ",2014-03-03,Mar. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=7
Def730-CL20192911-042622_readable.pdf,timexy,7,03/03/14,"TIMEX3 type=""DATE"" value=""2014-03-03T00:00:00""","1.7835  00083.00  PRIOR  SUSPENSE  662  07/11/14  27  0021  00042.00 
07/16/14  FOO  662  03/03/14  27  0054  00042.00  PRIOR  SUSPENSE  662 
12/30/14  12  0022  00113.00  01/01/15  HOO  662  12/30/14  12  5022 
00103,00  01/01/15  HOO  C45  12/18/15  SC  0022  00103,00  12/25/15  HOO 
C45  12/18/15  SC  5022  00059.00  12/25/15  HOO  03/03/2014-ODOMETER: 
90,000  MILES  ACTUAL  MILEAGE  END  CJIS-SVS  RESPONSE  FOR 
1YYX,QVK.CA0194200.LIC/6PUES2Z2,LIS/NO  HITSNO  NEAR  MISS ",2014-03-03,Mar. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=7
Def730-CL20192911-042622_readable.pdf,timexy,3,09/03/14,"TIMEX3 type=""DATE"" value=""2014-03-09T00:00:00""","08/29/14  AE  0005  00135.00  09/03/14  HOS  KBS  09/01/15  10  0046 
-  00128,00  09/01/15  POT  V52  03/07/16  DA  OGO1  00015.00  03/08/16 
FOO  02/04/2012-ODOMETER:  176,042  MILES  ACTUAL  MILEAGE  END 
CJIS-SVS  RESPONSE  FOR 
LYYX.QVK.CA0194200.LIC/6UVE722.LIS/NO  HITSNO  NEAR  MISS ",2014-03-09,Mar. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=3
Def214-CL20192911-041222_readable.pdf,timexy,1,2/5/2014,"TIMEX3 type=""DATE"" value=""2014-05-02T00:00:00""",2/5/2014  7:38:40  AM(UTC+0) ,2014-05-02,May 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-12-2022/Def214-CL20192911-041222.pdf#page=1
Def214-CL20192911-041222_readable.pdf,timexy,1,2/5/2014,"TIMEX3 type=""DATE"" value=""2014-05-02T00:00:00""",2/5/2014  7:38:40  AM(UTC+0) ,2014-05-02,May 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-12-2022/Def214-CL20192911-041222.pdf#page=1
Def730-CL20192911-042622_readable.pdf,timexy,6,10/06/14,"TIMEX3 type=""DATE"" value=""2014-06-10T00:00:00""","SOLD:00/00/13  RCID:10/18/1§  OCID:08/01/13  LOCD:Z  L/O  :BK  AMER 
NA,  PO  BX  2759,  JACKSONVILLE  CITY:FL  ZIP  :32203  LPT  :P43130801 
TYPE:11  POWR:G  VEH  :12  BODY:0  CLAS:DF  #-YR!13  REC  STATUS! 
10/06/14  SMOG  DUE  09/12/18  PAPERLESS  TITLE  PARKING  VIOLATIONS. 
ON  FILECLEARANCE  INFORMATION  RECORDS:OFFICE  WORK  DATE 
TECH/ID  SEQ  #  VALUE  FICHE  DATE  TTC  44  09/19/11  89  0024 
00215,00  00/00/00  ACO  R18  09/11/12  40  7341  00203,00  06/00/00  POT 
X21  06/19/13  Z5  0079  00000.00  00/00/00  205  V1  07/31/13  FW  0022 
0214.00  00/00/00  FOO  RIS  10/06/24  70  7217  00228.00 . ",2014-06-10,Jun. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=6
Def730-CL20192911-042622_readable.pdf,timexy,7,01/07/14,"TIMEX3 type=""DATE"" value=""2014-07-01T00:00:00""","RCID:12/18/15  OCID:07/11/14  LOCD:9  TYPE:11  POWR:G  VEH  :12 
BODY:0  CLAS:AC  *-YR:14  REC  STATUS:  09/16/2015  RENEWAL  NOTICE 
EXTRACTED  12/25/15  SMOG  DUE  12/14/17  04/14/11  SALVAGED 
04/14/11  PREV  LIC  5XGT203  CLEARANCE  INFORMATION 
RECORDS;  OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE  FICHE  DATE  TTC 
141  11/05/11  12  4899  00102.00  11/09/11  POT  C74  11/13/12  5T  0007 
00103.00  11/17/12  HOO  CNO  01/07/14  02  1081  00083,00  01/07/14  POT 
140  10/17/13  0 ",2014-07-01,Jul. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=7
Def730-CL20192911-042622_readable.pdf,timexy,7,01/07/14,"TIMEX3 type=""DATE"" value=""2014-07-01T00:00:00""","RCID:12/18/15  OCID:07/11/14  LOCD:9  TYPE:11  POWR:G  VEH  :12 
BODY:0  CLAS:AC  *-YR:14  REC  STATUS:  09/16/2015  RENEWAL  NOTICE 
EXTRACTED  12/25/15  SMOG  DUE  12/14/17  04/14/11  SALVAGED 
04/14/11  PREV  LIC  5XGT203  CLEARANCE  INFORMATION 
RECORDS;  OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE  FICHE  DATE  TTC 
141  11/05/11  12  4899  00102.00  11/09/11  POT  C74  11/13/12  5T  0007 
00103.00  11/17/12  HOO  CNO  01/07/14  02  1081  00083,00  01/07/14  POT 
140  10/17/13  0 ",2014-07-01,Jul. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=7
Def252A-CL20192911-051622_readable.pdf,timexy,3,8/7/2014,"TIMEX3 type=""DATE"" value=""2014-07-08T00:00:00""",8/7/2014  11:24:37  PM  -07:00 ,2014-07-08,Jul. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/5-16-2022/Def252A-CL20192911-051622.pdf#page=3
Def252A-CL20192911-051622_readable.pdf,timexy,3,8/7/2014,"TIMEX3 type=""DATE"" value=""2014-07-08T00:00:00""",8/7/2014  11:24:37  PM  -07:00 ,2014-07-08,Jul. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/5-16-2022/Def252A-CL20192911-051622.pdf#page=3
Def1063-CL20192911-041822_readable.pdf,timexy,4,11/7/2014,"TIMEX3 type=""DATE"" value=""2014-07-11T00:00:00""",11/7/2014 ,2014-07-11,Jul. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-18-2022/Def1063-CL20192911-041822.pdf#page=4
Def730-CL20192911-042622_readable.pdf,timexy,6,09/08/14,"TIMEX3 type=""DATE"" value=""2014-08-09T00:00:00""","1A61-W3  VEHQ:  6ROM337  DMV-VR  RESPONSE  FOR  DATE;  05/22/16 
TIME:  OL:34INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
09/08/15  TO  09/08/1L6LIC  #:6ROM337  YRMD:11  MAKE:CHE  BTM  ‘UT  VIN 
t1GNSCBEO9BRI67344  R/O aT 
Deer ser  ee  eae  ent 
WEEE  S0.L0:00/00/11  RCID:09/11/15  OCID:09/20/11  LOCD:z  YO 
18K  AMER  NA,  PO  BX  2759,  JACKSONVILLE  CITY:FL  ZIP  :32203  LPT 
:P43110920  TYPE:11  POWR:F  VEH  :12  BODY:D  CLAS:MV  REC  STATUS; 
09/20/11  SMOG  DUE  09/08/17  PAPERLESS  TITLE  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE 
FICHE  DATE  TIC  V44  09/19/11  B9  0012  0406.00  00/00/00  ADO  RIG 
09/07/12  40  7139  00375,00  00/00/00  POT  RI6  09/11/13  40  7134 
00389.00  00/00/00,POT  RIG  09/08/14  42  7061  00314.00  00/00/00  POT 
R16  09/08/15  43  7004  00284.00  00/00/00  POT 
09/05/2011-ODOMETER:  13  MILES  ACTUAL  MILEAGE  END  cws 
RESPONSE*INFO* =  VLN¥  6ROM337  CA  NO  HIT  CJIS-SVS  RESPONSE 
FOR  1YYX.QVK.CA0194200,LIC/6ROM337.LIS/NO  HITSNO  NEAR  MISS. ",2014-08-09,Aug. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=6
Def730-CL20192911-042622_readable.pdf,timexy,4,02/10/14,"TIMEX3 type=""DATE"" value=""2014-10-02T00:00:00""","HEEB S00 :00/00/13  RCID:01/29/16  OCID:12/28/15 
LOCD;3  TYPE:11  POWR:G  VEH  :12  BODY:0  CLAS:BE  *-YR!15  REC 
STATUS:  01/19/16  SMOG  DUE  02/18/19  12/28/15  SALVAGED 
12/28/15  PREV:LIC  6YBL785  CLEARANCE  INFORMATION 
RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE  FICHE  DATE 
TTC  VDO  02/28/13  BZ  0021  00215.00  00/00/00  A00  RIB  02/10/14 
30  7439  00204.00  00/00/00  POT  RJ9  02/17/15  30  7163  00192.00 
00/00/00  POT  V61  10/19/15  GT  0380  00020,00  00/00/00  Noo  V61 
11/11/15  GT  0703  00031.00  00/00/00  KS0  652  12/08/15  C5 ",2014-10-02,Oct. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=4
Def730-CL20192911-042622_readable.pdf,timexy,7,07/11/14,"TIMEX3 type=""DATE"" value=""2014-11-07T00:00:00""","RCID:12/18/15  OCID:07/11/14  LOCD:9  TYPE:11  POWR:G  VEH  :12 
BODY:0  CLAS:AC  *-YR:14  REC  STATUS:  09/16/2015  RENEWAL  NOTICE 
EXTRACTED  12/25/15  SMOG  DUE  12/14/17  04/14/11  SALVAGED 
04/14/11  PREV  LIC  5XGT203  CLEARANCE  INFORMATION 
RECORDS;  OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE  FICHE  DATE  TTC 
141  11/05/11  12  4899  00102.00  11/09/11  POT  C74  11/13/12  5T  0007 
00103.00  11/17/12  HOO  CNO  01/07/14  02  1081  00083,00  01/07/14  POT 
140  10/17/13  0 ",2014-11-07,Nov. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=7
Def304-CL20192911-041822_readable.pdf,timexy,3,11/11/2014,"TIMEX3 type=""DATE"" value=""2014-11-11T00:00:00""","|  Delivered:  11/11/2014 
|1:11:22  AM(UTC-8) 
| ",2014-11-11,Nov. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-18-2022/Def304-CL20192911-041822.pdf#page=3
Def304-CL20192911-041822_readable.pdf,timexy,3,11/11/2014,"TIMEX3 type=""DATE"" value=""2014-11-11T00:00:00""","|  Delivered:  11/11/2014 
|1:11:22  AM(UTC-8) 
| ",2014-11-11,Nov. 2014,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-18-2022/Def304-CL20192911-041822.pdf#page=3
Def730-CL20192911-042622_readable.pdf,timexy,7,01/01/15,"TIMEX3 type=""DATE"" value=""2015-01-01T00:00:00""","1.7835  00083.00  PRIOR  SUSPENSE  662  07/11/14  27  0021  00042.00 
07/16/14  FOO  662  03/03/14  27  0054  00042.00  PRIOR  SUSPENSE  662 
12/30/14  12  0022  00113.00  01/01/15  HOO  662  12/30/14  12  5022 
00103,00  01/01/15  HOO  C45  12/18/15  SC  0022  00103,00  12/25/15  HOO 
C45  12/18/15  SC  5022  00059.00  12/25/15  HOO  03/03/2014-ODOMETER: 
90,000  MILES  ACTUAL  MILEAGE  END  CJIS-SVS  RESPONSE  FOR 
1YYX,QVK.CA0194200.LIC/6PUES2Z2,LIS/NO  HITSNO  NEAR  MISS ",2015-01-01,Jan. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=7
Def730-CL20192911-042622_readable.pdf,timexy,7,01/01/15,"TIMEX3 type=""DATE"" value=""2015-01-01T00:00:00""","1.7835  00083.00  PRIOR  SUSPENSE  662  07/11/14  27  0021  00042.00 
07/16/14  FOO  662  03/03/14  27  0054  00042.00  PRIOR  SUSPENSE  662 
12/30/14  12  0022  00113.00  01/01/15  HOO  662  12/30/14  12  5022 
00103,00  01/01/15  HOO  C45  12/18/15  SC  0022  00103,00  12/25/15  HOO 
C45  12/18/15  SC  5022  00059.00  12/25/15  HOO  03/03/2014-ODOMETER: 
90,000  MILES  ACTUAL  MILEAGE  END  CJIS-SVS  RESPONSE  FOR 
1YYX,QVK.CA0194200.LIC/6PUES2Z2,LIS/NO  HITSNO  NEAR  MISS ",2015-01-01,Jan. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=7
Def1063-CL20192911-041822_readable.pdf,timexy,8,7/1/2015,"TIMEX3 type=""DATE"" value=""2015-01-07T00:00:00""","Timestamp:  7/1/2015 
11:37:11  PM(UTC-7) ",2015-01-07,Jan. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-18-2022/Def1063-CL20192911-041822.pdf#page=8
Def1063-CL20192911-041822_readable.pdf,timexy,9,7/1/2015,"TIMEX3 type=""DATE"" value=""2015-01-07T00:00:00""","Timestamp:  7/1/2015 
41:50:29  PM(UTC-7) ",2015-01-07,Jan. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-18-2022/Def1063-CL20192911-041822.pdf#page=9
Def1063-CL20192911-041822_readable.pdf,timexy,9,7/1/2015,"TIMEX3 type=""DATE"" value=""2015-01-07T00:00:00""","Timestamp:  7/1/2015 
41:50:29  PM(UTC-7) ",2015-01-07,Jan. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-18-2022/Def1063-CL20192911-041822.pdf#page=9
Def730-CL20192911-042622_readable.pdf,timexy,7,07/01/15,"TIMEX3 type=""DATE"" value=""2015-01-07T00:00:00""","5.0013  00000.00  PRIOR  SUSPENSE  502  06/27/14  A9  0016  00226.00 
00/00/00  FOO  502  06/27/14  AJ  0015  00206,00  PRIOR  SUSPENSE  502 
06/27/14  AQ  0015  00206.00  06/27/14  RIP  576  06/18/14  20  0015 
00206.00  PRIOR  SUSPENSE  S02  06/29/15  E6  0020  00129,00  07/01/15 
HOS  KBS  05/16/16  10  0010  00095.00  05/16/16  POT  09/29/2012- 
ODOMETER:  155,121  MILES  ACTUAL  MILEAGE  END  C3IS-SVS  RESPONSE 
FOR  LYYX.QVK.CA0194200.LIC/7FIY943.LIS/NO  HITSNO  NEAR  MISS ",2015-01-07,Jan. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=7
Def730-CL20192911-042622_readable.pdf,timexy,6,07/01/15,"TIMEX3 type=""DATE"" value=""2015-01-07T00:00:00""","OLD:00/00/03  RCID:05/13/16 
VEH  :12  BODY:0  CLAS:AT  *- 
OCID:06/27/14  LOCD:9  TYPE:11  POWR:G 
YR:13  REC  STATUS:  07/01/15  SMOG  DUE  06/08/17  06/27/14  SALVAGED 
06/27/14  PREV  LIC  SCQU973  CLEARANCE  INFORMATION ",2015-01-07,Jan. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=6
Def730-CL20192911-042622_readable.pdf,timexy,5,08/01/15,"TIMEX3 type=""DATE"" value=""2015-01-08T00:00:00""","PRIOR  SUSPENSE  606  08/20/14  26  0006  00000.00  08/20/14  RIP  606 
08/14/14  B3  0014  00000.00  PRIOR  SUSPENSE  606  08/20/14  26  0010 
00124,0D  08/20/14  RIP  606  08/20/14  26  0006  00124.00  PRIOR 
SUSPENSE  606  09/30/14  C3  0003  00124,00  10/02/14  HOO  606  08/20/14 
26  0040  00124.00  PRIOR  SUSPENSE  606  07/30/15  B6  CoG2  0690.00 
08/01/15  HOO  606  07/20/15  14  0039  00090,00  PRIOR  SUSPENSE  IN3 
07/30/15  50  7054  00014.00  07/30/15  FR3  617  02/12/16  36  0065 
00030,00  02/17/16  FOO  617  02/11/16  22  0027  00030.00  PRIOR 
SUSPENSE  END  CJIS-SVS  RESPONSE  FOR 
1YYX,QVK.CA0294200,LIC/GHIM707.LIS/NO  HITSNEAR  MISS  ON 
6HIM7076EIM707  CA  LOST/STOLEN  PLATES  FCN/4091326803978 ",2015-01-08,Jan. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=5
Def730-CL20192911-042622_readable.pdf,timexy,3,09/01/15,"TIMEX3 type=""DATE"" value=""2015-01-09T00:00:00""","08/29/14  AE  0005  00135.00  09/03/14  HOS  KBS  09/01/15  10  0046 
-  00128,00  09/01/15  POT  V52  03/07/16  DA  OGO1  00015.00  03/08/16 
FOO  02/04/2012-ODOMETER:  176,042  MILES  ACTUAL  MILEAGE  END 
CJIS-SVS  RESPONSE  FOR 
LYYX.QVK.CA0194200.LIC/6UVE722.LIS/NO  HITSNO  NEAR  MISS ",2015-01-09,Jan. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=3
Def730-CL20192911-042622_readable.pdf,timexy,3,09/01/15,"TIMEX3 type=""DATE"" value=""2015-01-09T00:00:00""","08/29/14  AE  0005  00135.00  09/03/14  HOS  KBS  09/01/15  10  0046 
-  00128,00  09/01/15  POT  V52  03/07/16  DA  OGO1  00015.00  03/08/16 
FOO  02/04/2012-ODOMETER:  176,042  MILES  ACTUAL  MILEAGE  END 
CJIS-SVS  RESPONSE  FOR 
LYYX.QVK.CA0194200.LIC/6UVE722.LIS/NO  HITSNO  NEAR  MISS ",2015-01-09,Jan. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=3
Def730-CL20192911-042622_readable.pdf,timexy,4,12/01/15,"TIMEX3 type=""DATE"" value=""2015-01-12T00:00:00""",1A1-W3  0029  00126.00  90/00/00  RIP  652  12/01/15  05  0007  00126.00 ,2015-01-12,Jan. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=4
Def353-CL20192911-042122_readable.pdf,timexy,2,2/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-02T00:00:00""",Delivered:  2/2/2015 ,2015-02-02,Feb. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def353-CL20192911-042122.pdf#page=2
Def353-CL20192911-042122_readable.pdf,timexy,1,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""",Timestane  3/2/2015 ,2015-02-03,Feb. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def353-CL20192911-042122.pdf#page=1
Def353-CL20192911-042122_readable.pdf,timexy,3,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015  _|  Direction: 
|  Outgoing 
|3:16:42  AM(UTG-8) 
Body: 
|  don't  want  to  risk  it  for  you,  or  anyone ",2015-02-03,Feb. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def353-CL20192911-042122.pdf#page=3
Def353-CL20192911-042122_readable.pdf,timexy,3,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015  _|  Direction: 
|  Outgoing 
|3:16:42  AM(UTG-8) 
Body: 
|  don't  want  to  risk  it  for  you,  or  anyone ",2015-02-03,Feb. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def353-CL20192911-042122.pdf#page=3
Def353-CL20192911-042122_readable.pdf,timexy,3,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015  _|  Direction: 
|  Outgoing 
|3:16:42  AM(UTG-8) 
Body: 
|  don't  want  to  risk  it  for  you,  or  anyone ",2015-02-03,Feb. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def353-CL20192911-042122.pdf#page=3
Def353-CL20192911-042122_readable.pdf,timexy,3,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015  _|  Direction: 
|  Outgoing 
|3:16:42  AM(UTG-8) 
Body: 
|  don't  want  to  risk  it  for  you,  or  anyone ",2015-02-03,Feb. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def353-CL20192911-042122.pdf#page=3
Def353-CL20192911-042122_readable.pdf,timexy,3,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015  _|  Direction: 
|  Outgoing 
|3:16:42  AM(UTG-8) 
Body: 
|  don't  want  to  risk  it  for  you,  or  anyone ",2015-02-03,Feb. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def353-CL20192911-042122.pdf#page=3
Def353-CL20192911-042122_readable.pdf,timexy,3,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015  _|  Direction: 
|  Outgoing 
|3:16:42  AM(UTG-8) 
Body: 
|  don't  want  to  risk  it  for  you,  or  anyone ",2015-02-03,Feb. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def353-CL20192911-042122.pdf#page=3
Def353-CL20192911-042122_readable.pdf,timexy,3,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015  _|  Direction: 
|  Outgoing 
|3:16:42  AM(UTG-8) 
Body: 
|  don't  want  to  risk  it  for  you,  or  anyone ",2015-02-03,Feb. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def353-CL20192911-042122.pdf#page=3
Def353-CL20192911-042122_readable.pdf,timexy,2,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015 
3:13:30  AM(UTC-8 ",2015-02-03,Feb. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def353-CL20192911-042122.pdf#page=2
Def353-CL20192911-042122_readable.pdf,timexy,2,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015 
3:13:30  AM(UTC-8 ",2015-02-03,Feb. 2015,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def353-CL20192911-042122.pdf#page=2
