file,label,page,text,id,surrounding_text
Def1831-CL20192911-050522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","|PLT/  Wefh/9_2  | 
Date  04/11/2022 
Judge  PSA 
Case  #  CL-2019-291) "
Def1834-CL20192911-050522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT /  Bey:  S34 
Date  04/11/2022 
Judge  PSA "
Def1835-CL20192911-050522_readable.pdf,DATE,1,"35 
Date",,"PLT  /  peng  35 
Date  04/11/2022 
Judge  PSA 
Case  #  CL-2019-2911 "
Def1835-CL20192911-050522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /  peng  35 
Date  04/11/2022 
Judge  PSA 
Case  #  CL-2019-2911 "
Def1837-CL20192911-050522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT /  et:  /3.3 7) 
Date  04/11/2022 "
Def1838-CL20192911-050522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","   
“pt  /pen!3  38 
   
Date  04/11/2022 
Judge  PSA "
Def1839-CL20192911-050522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /  pet:  B31 
Date  04/11/2022 
Judge  PSA "
Def1840-CL20192911-050522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /  Def  IG 
YO 
Date  04/11/2022 
.  Judge  PSA"
Def1841-CL20192911-050522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /  Bey:  rm 
Date  04/11/2022 
Judge  PSA 
Case  #  CL-2019-2911"
Def1842-CL20192911-050522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT /  pet  ip 
1A 
Date  04/11/2022 
Judge  PSA 
Case  #  CL-2019-2911 "
Def186A-CL20192911-042122_readable.pdf,timexy,1,9/6/2013,"TIMEX3 type=""DATE"" value=""2013-06-09T00:00:00""",9/6/2013  7:45:20  AM(UTC-7)   
Def186A-CL20192911-042122_readable.pdf,timexy,1,9/6/2013,"TIMEX3 type=""DATE"" value=""2013-06-09T00:00:00""",9/6/2013  7:45:20  AM(UTC-7)   
Def186A-CL20192911-042122_readable.pdf,timexy,1,9/6/2013,"TIMEX3 type=""DATE"" value=""2013-06-09T00:00:00""",9/6/2013  7:45:20  AM(UTC-7)   
Def186A-CL20192911-042122_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /Gey:_\8te Ar 
Date  04/11/2022 "
Def186A-CL20192911-042122_readable.pdf,timexy,2,9/6/2013,"TIMEX3 type=""DATE"" value=""2013-06-09T00:00:00""",9/6/2013  7:49:36  AM(UTC-7) 
Def186A-CL20192911-042122_readable.pdf,timexy,2,9/6/2013,"TIMEX3 type=""DATE"" value=""2013-06-09T00:00:00""",9/6/2013  7:49:36  AM(UTC-7) 
Def186A-CL20192911-042122_readable.pdf,timexy,2,9/6/2013,"TIMEX3 type=""DATE"" value=""2013-06-09T00:00:00""",9/6/2013  7:49:36  AM(UTC-7) 
Def186A-CL20192911-042122_readable.pdf,timexy,3,9/6/2013,"TIMEX3 type=""DATE"" value=""2013-06-09T00:00:00""",9/6/2013  8:08:35  AM(UTC-7) 
Def186A-CL20192911-042122_readable.pdf,timexy,3,9/6/2013,"TIMEX3 type=""DATE"" value=""2013-06-09T00:00:00""",9/6/2013  8:08:35  AM(UTC-7) 
Def195-CL20192911-042522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","195 
PLT  Be? 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def195-CL20192911-042522_readable.pdf,timexy,3,11/1/2013,"TIMEX3 type=""DATE"" value=""2013-01-11T00:00:00""","Status:  Sent 
Delivered:  11/1/2013  7:46:15  AM(UTC-7) "
Def196A-CL20192911-042122_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /Geh)  [9s  A 
Date  04/11/2022 
Judge  PSA "
Def205-CL20192911-050522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""",  Date:  04/11/2022 
Def207-CL20192911-042522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  (Deb) 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def210-CL20192911-041222_readable.pdf,timexy,1,2/3/2014,"TIMEX3 type=""DATE"" value=""2014-03-02T00:00:00""","Parties:  Amber  H  ——  (Owner);  Christi  Debrowski  < 
First  Message:  2/3/2014  5:23:41  PM  -08:00 "
Def210-CL20192911-041222_readable.pdf,timexy,1,2/3/2014,"TIMEX3 type=""DATE"" value=""2014-03-02T00:00:00""","Parties:  Amber  H  ——  (Owner);  Christi  Debrowski  < 
First  Message:  2/3/2014  5:23:41  PM  -08:00 "
Def210-CL20192911-041222_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  / 
210 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def210-CL20192911-041222_readable.pdf,timexy,2,2/3/2014,"TIMEX3 type=""DATE"" value=""2014-03-02T00:00:00""","PM  -08:00 
8)"".  *  2/3/2014  5:37:48 "
Def214-CL20192911-041222_readable.pdf,timexy,1,2/5/2014,"TIMEX3 type=""DATE"" value=""2014-05-02T00:00:00""",2/5/2014  7:38:40  AM(UTC+0) 
Def214-CL20192911-041222_readable.pdf,timexy,1,2/5/2014,"TIMEX3 type=""DATE"" value=""2014-05-02T00:00:00""",2/5/2014  7:38:40  AM(UTC+0) 
Def214-CL20192911-041222_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","  ‘PLT  /Oef) 
214 
Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911  "
Def252A-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT /  Pek. ASA 
Date:  04/11/2022 
Port 
Judge: 
Case:  CL-2019-0002911 "
Def252A-CL20192911-051622_readable.pdf,timexy,3,8/7/2014,"TIMEX3 type=""DATE"" value=""2014-07-08T00:00:00""",8/7/2014  11:24:37  PM  -07:00 
Def252A-CL20192911-051622_readable.pdf,timexy,3,8/7/2014,"TIMEX3 type=""DATE"" value=""2014-07-08T00:00:00""",8/7/2014  11:24:37  PM  -07:00 
Def283-CL20192911-041822_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /Deh__283 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def304-CL20192911-041822_readable.pdf,timexy,3,11/11/2014,"TIMEX3 type=""DATE"" value=""2014-11-11T00:00:00""","|  Delivered:  11/11/2014 
|1:11:22  AM(UTC-8) 
| "
Def304-CL20192911-041822_readable.pdf,timexy,3,11/11/2014,"TIMEX3 type=""DATE"" value=""2014-11-11T00:00:00""","|  Delivered:  11/11/2014 
|1:11:22  AM(UTC-8) 
| "
Def307-CL20192911-041822_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","ee 
307 
   Date:  04/11/2022 "
Def325-CL20192911-042122_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /@e)  BAS” 
Date  04/11/2022 
Judge  PSA 
Case  #  CL-2019-2911"
Def353-CL20192911-042122_readable.pdf,timexy,1,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""",Timestane  3/2/2015 
Def353-CL20192911-042122_readable.pdf,timexy,1,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""",Timestane  3/2/2015 
Def353-CL20192911-042122_readable.pdf,timexy,1,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""",Timestane  3/2/2015 
Def353-CL20192911-042122_readable.pdf,timexy,1,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""",Timestane  3/2/2015 
Def353-CL20192911-042122_readable.pdf,timexy,1,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""",Timestane  3/2/2015 
Def353-CL20192911-042122_readable.pdf,timexy,1,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""",Timestane  3/2/2015 
Def353-CL20192911-042122_readable.pdf,timexy,1,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""",Timestane  3/2/2015 
Def353-CL20192911-042122_readable.pdf,timexy,1,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""",Timestane  3/2/2015 
Def353-CL20192911-042122_readable.pdf,timexy,1,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""",Timestane  3/2/2015 
Def353-CL20192911-042122_readable.pdf,timexy,1,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""",Timestane  3/2/2015 
Def353-CL20192911-042122_readable.pdf,timexy,1,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""",Timestane  3/2/2015 
Def353-CL20192911-042122_readable.pdf,timexy,1,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""",Timestane  3/2/2015 
Def353-CL20192911-042122_readable.pdf,timexy,1,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""",Timestane  3/2/2015 
Def353-CL20192911-042122_readable.pdf,timexy,1,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""",Timestane  3/2/2015 
Def353-CL20192911-042122_readable.pdf,timexy,1,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""",Timestane  3/2/2015 
Def353-CL20192911-042122_readable.pdf,timexy,2,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015 
3:13:30  AM(UTC-8 "
Def353-CL20192911-042122_readable.pdf,timexy,2,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015 
3:13:30  AM(UTC-8 "
Def353-CL20192911-042122_readable.pdf,timexy,2,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015 
3:13:30  AM(UTC-8 "
Def353-CL20192911-042122_readable.pdf,timexy,2,2/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-02T00:00:00""",Delivered:  2/2/2015 
Def353-CL20192911-042122_readable.pdf,timexy,2,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015 
3:13:30  AM(UTC-8 "
Def353-CL20192911-042122_readable.pdf,timexy,2,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015 
3:13:30  AM(UTC-8 "
Def353-CL20192911-042122_readable.pdf,timexy,2,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015 
3:13:30  AM(UTC-8 "
Def353-CL20192911-042122_readable.pdf,timexy,2,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015 
3:13:30  AM(UTC-8 "
Def353-CL20192911-042122_readable.pdf,timexy,2,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015 
3:13:30  AM(UTC-8 "
Def353-CL20192911-042122_readable.pdf,timexy,3,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015  _|  Direction: 
|  Outgoing 
|3:16:42  AM(UTG-8) 
Body: 
|  don't  want  to  risk  it  for  you,  or  anyone "
Def353-CL20192911-042122_readable.pdf,timexy,3,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015  _|  Direction: 
|  Outgoing 
|3:16:42  AM(UTG-8) 
Body: 
|  don't  want  to  risk  it  for  you,  or  anyone "
Def353-CL20192911-042122_readable.pdf,timexy,3,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015  _|  Direction: 
|  Outgoing 
|3:16:42  AM(UTG-8) 
Body: 
|  don't  want  to  risk  it  for  you,  or  anyone "
Def353-CL20192911-042122_readable.pdf,timexy,3,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015  _|  Direction: 
|  Outgoing 
|3:16:42  AM(UTG-8) 
Body: 
|  don't  want  to  risk  it  for  you,  or  anyone "
Def353-CL20192911-042122_readable.pdf,timexy,3,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015  _|  Direction: 
|  Outgoing 
|3:16:42  AM(UTG-8) 
Body: 
|  don't  want  to  risk  it  for  you,  or  anyone "
Def353-CL20192911-042122_readable.pdf,timexy,3,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015  _|  Direction: 
|  Outgoing 
|3:16:42  AM(UTG-8) 
Body: 
|  don't  want  to  risk  it  for  you,  or  anyone "
Def353-CL20192911-042122_readable.pdf,timexy,3,3/7/2015,"TIMEX3 type=""DATE"" value=""2015-07-03T00:00:00""","|Timestamp:  3/7/2015  |  Direction: 
guigen "
Def353-CL20192911-042122_readable.pdf,timexy,3,3/2/2015,"TIMEX3 type=""DATE"" value=""2015-02-03T00:00:00""","Timestamp:  3/2/2015  _|  Direction: 
|  Outgoing 
|3:16:42  AM(UTG-8) 
Body: 
|  don't  want  to  risk  it  for  you,  or  anyone "
Def353-CL20192911-042122_readable.pdf,timexy,3,3/7/2015,"TIMEX3 type=""DATE"" value=""2015-07-03T00:00:00""","|Timestamp:  3/7/2015  |  Direction: 
guigen "
Def353-CL20192911-042122_readable.pdf,timexy,3,3/7/2015,"TIMEX3 type=""DATE"" value=""2015-07-03T00:00:00""","|Timestamp:  3/7/2015  |  Direction: 
guigen "
Def353-CL20192911-042122_readable.pdf,timexy,3,3/7/2015,"TIMEX3 type=""DATE"" value=""2015-07-03T00:00:00""","|Timestamp:  3/7/2015  |  Direction: 
guigen "
Def353-CL20192911-042122_readable.pdf,DATE,3,a  week,,"DNS  Mt  Can  we  have  Trudy  investigate  the  Orient  Express  - 
Paris  to  Istanbul  and  all  parts  in  between,  for  after  we 
finish  PIRATES??  We'd  want  a  week,  or  so,  at  The 
Hameau  before  we  board,  if  possible...  Otherwise,  we 
can  Hameau  after.  Also,  since  we  will  officially  be  on  our 
honeymoon,  is  the  Presidential  Suite  available?? 
Lemme  know  what  she  says... 
Love  you... 
Captain  Crunch "
Def371-CL20192911-051722_readable.pdf,timexy,1,3/8/15,"TIMEX3 type=""DATE"" value=""2015-08-03T00:00:00""","3/8/15,  8:29  PM "
Def371-CL20192911-051722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT/  @eh)_371_—— 
Date:  04/11/2022 
CF 04/11/2022 
PSA 
Case:  CL-2019-0002911 "
Def371-CL20192911-051722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT/  @eh)_371_—— 
Date:  04/11/2022 
CF 04/11/2022 
PSA 
Case:  CL-2019-0002911 "
Def375-CL20192911-042122_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /ef}__375 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def376C-CL20192911-042522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","Date  04/11/2022 
Judge  PSA 
Case  #  CL-2019-291 "
Def376G-CL20192911-042522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT /  Ge¥.  Slo  & 
Date  04/11/2022 
Judge  PSA 
Case  #  CL-2019-291\ "
Def377-CL20192911-042122_readable.pdf,DATE,1,March  8,,"March  8, "
Def377-CL20192911-042122_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","sPLT/  Behy__377 
§  Date:  04/11/2022 
Judge: "
Def394-CL20192911-042522_readable.pdf,timexy,1,3/7/2015,"TIMEX3 type=""DATE"" value=""2015-07-03T00:00:00""",Timestamp:  3/7/2015 
Def394-CL20192911-042522_readable.pdf,timexy,1,3/7/2015,"TIMEX3 type=""DATE"" value=""2015-07-03T00:00:00""",Timestamp:  3/7/2015 
Def394-CL20192911-042522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT /  Ge) 
394 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def395-CL20192911-041822_readable.pdf,timexy,1,Mar  17,"TIMEX3 type=""DATE"" value=""2017-03-01T00:00:00""","Mar  17,  2015,  12:29  PM "
Def395-CL20192911-041822_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","_-,PLT /  Gef)_395  ___ 
ass  Date:  04/11/2022 "
Def395-CL20192911-041822_readable.pdf,DATE,3,3  days,,"|  been  off  of  for  3  days... 
The  Doc  jumped  the  gun... 
Also...  Please  thank  him  for 
the  Motrin  and  the 
Baclofen...  They  work  a 
treat  for  amputated 
fingertips  ...  Goddam...  |  love 
that  weird  fucker,  no  matter 
what..!!! "
Def395-CL20192911-041822_readable.pdf,timexy,6,Mar  19,"TIMEX3 type=""DATE"" value=""2019-03-01T00:00:00""","Mar  19,  2015,  10:03  PM "
Def398-CL20192911-042122_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","398 
PLT  fas 
04/11/2022 
Date: 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def400-CL20192911-051822_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def400-CL20192911-051822_readable.pdf,DATE,1,"CL-2019-0002911 

  

WHO0001",,
Def400A-CL20192911-051822_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /@eft)__400P 
Date:  04/11/2022 
Judge: 
Case:  CL-2019-0002911 "
Def405-CL20192911-041822_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT/(Defi__—  405 
Date:  04/11/2022 
Judge: "
Def405-CL20192911-041822_readable.pdf,timexy,2,Mar  27,"TIMEX3 type=""DATE"" value=""2027-03-01T00:00:00""","Mar  27,  2015,  6:09  PM "
Def414-CL20192911-041822_readable.pdf,timexy,1,Apr  12,"TIMEX3 type=""DATE"" value=""2012-04-01T00:00:00""","Apr  12,  2015,  11:40  AM "
Def414-CL20192911-041822_readable.pdf,timexy,1,Apr  13,"TIMEX3 type=""DATE"" value=""2013-04-01T00:00:00""","Apr  13,  2015,  2:43  PM "
Def414-CL20192911-041822_readable.pdf,timexy,1,Apr  15,"TIMEX3 type=""DATE"" value=""2015-04-01T00:00:00""","Apr  15,  2015,  8:21  PM "
Def414-CL20192911-041822_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT/  OeP)__414 
Date: 04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def414-CL20192911-041822_readable.pdf,timexy,6,Apr  16,"TIMEX3 type=""DATE"" value=""2016-04-01T00:00:00""","Apr  16,  2015,  8:10  AM "
Def414-CL20192911-041822_readable.pdf,timexy,8,Apr  16,"TIMEX3 type=""DATE"" value=""2016-04-01T00:00:00""","Apr  16,  2015,  2:04  PM "
Def421-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /‘De 
Date:  04/11/2022 
Judge: "
Def423-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""",04/11/2022 
Def445-CL20192911-042122_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","04/11/2022 
Date: 
PSA 
Judge: 
Case:  CL-2019-0002911 "
Def447-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /BeD__4a7 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911  £ "
Def449-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","gPLT  /  per) 
Date:  04/11/2022 
jJudge: 
PSA 
      
Case:  CL-2019-0002911 "
Def455-CL20192911-041822_readable.pdf,timexy,1,Jun  29,"TIMEX3 type=""DATE"" value=""2029-06-01T00:00:00""","Jun  29,  2015,  10:13 "
Def455-CL20192911-041822_readable.pdf,timexy,1,Jun  30,"TIMEX3 type=""DATE"" value=""2030-06-01T00:00:00""","Jun  30,  2015,  5:25  PM "
Def455-CL20192911-041822_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT/Oeh__455 
Date:  04/11/2022 "
Def468-CL20192911-052522_readable.pdf,timexy,1,August  29,"TIMEX3 type=""DATE"" value=""2029-08-01T00:00:00""","| EES 
Saturday,  August  29,  2015  8:37:37  AM "
Def468-CL20192911-052522_readable.pdf,timexy,1,August  29,"TIMEX3 type=""DATE"" value=""2029-08-01T00:00:00""","| EES 
Saturday,  August  29,  2015  8:37:37  AM "
Def468-CL20192911-052522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /  Qeft___468 
Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911 "
Def485A-CL20192911-042122_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /  pém™ 485A, ___ 
Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911 "
Def499-CL20192911-042122_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def518-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","péA\_518 
04/11/2022 
PSA "
Def537-CL20192911-052522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT /  Bef) 537 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def580-CL20192911-042122_readable.pdf,DATE,1,a  week,,"|  Below  is  a  text  that  |  never  hit  send  on  from  a  week,  or "
Def580-CL20192911-042122_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  (Oef)__580 
Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911 "
Def620-CL20192911-042522_readable.pdf,timexy,1,2/10/2016,"TIMEX3 type=""DATE"" value=""2016-10-02T00:00:00""","Delivered:  2/10/2016 
1:36:25  AM(UTC-8) "
Def620-CL20192911-042522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /Oef?  262 
Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911 "
Def730-CL20192911-042622_readable.pdf,timexy,1,16/05/21,"TIMEX3 type=""DATE"" value=""2021-05-16T00:00:00""",5/21/16  21:22:57  Incident  Closed:  16/05/21  21:22 
Def730-CL20192911-042622_readable.pdf,DATE,1,"242D 

Int 

Tot  Int 

Oper  Fr/Dlspo 

Unit  Summary 

Cons  Qnerator 
PD/N3299",,
Def730-CL20192911-042622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT/  Ch  730 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def730-CL20192911-042622_readable.pdf,timexy,2,16/05/22,"TIMEX3 type=""DATE"" value=""2022-05-16T00:00:00""","Stat:  DS  PD/1A61-W3  Loc:  849  S  BROADWAY 
5/21/16  22: 
Stat:  ER  PD/1A61-W3  Loc:  849  S  BROADWAY 
5/21/16  22: 
5/21/16  22: 
Primary  Unit  :  PD1A61-W3 
5/21/16  22:24:00  Stat:  AS  PD/1A61-W3  Loc:  849  S  BROADWAY 
$/21/16  23:02:33 
5/21/16  23:02:33  Stacked  IncAck'd  LPDLPD160521005437  By:PD/1A61-W3 
5/22/16  03 
57  Stat;  DS  PD/1A61-W3  Loc:  849  S  BROADWAY 
5/22/16  03:01:03  Stat:  AS  PD/1A61-W3  Loc:  849  S  BROADWAY 
5/22/16  03:01:39  RELATED  TO  PREV  INC,  VERBAL  ARGUMENT  ONLY,  CHECKED  RES. 
5/22/16  03:01:39  Stat:  CL  PD/1A61-W3 
5/22/16  03:01:39  Incident  Closed:  16/05/22  03:01 
5/22/16  03:01:40  Disposition  #1  ;  GOASN:GONE  ON  ARRIVAL  SUPV  NO "
Def730-CL20192911-042622_readable.pdf,DATE,2,"37s 

PD/V8970 

  

Incidents",,
Def730-CL20192911-042622_readable.pdf,timexy,3,2019-10-22,"TIMEX3 type=""DATE"" value=""2019-10-22T00:00:00""",Search  Results  is  based  on  the  latest  data  from  2019-10-22 
Def730-CL20192911-042622_readable.pdf,timexy,3,05/02/16,"TIMEX3 type=""DATE"" value=""2016-02-05T00:00:00"""," 1A1-W3  1A1-W3  VEHQ:  SNLJ124  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
‘TIME:  20:44  INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
05/02/16  TO  05/02/17LIC  #:5NLJ124  YRMD;:05  MAKE:BMW  BTM  :SD 
VIN  i  WBAEV53485KM43072  R/C iis 
NN  01.0;00/00/05  RCO  05/02/16 
0CID:09/08/07  LOCD:2  L/O  :CARMAX  BUSINESS  SERVICES  LL,  PO 
BOX  440609,  KENNESAW  CITY:GA  ZIP  :30160  TYPE:11  POWR:G 
VEH  212  BODY:0  CLAS:FW  *-YR:07  REC  STATUS:  04/02/15  SMOG 
DUE  05/02/17  06/08/05  PREV  LIC  666670S  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  # 
VALUE  FICHE  DATE  TTC  RID  04/07/09  41  7217  00219.00  00/00/00 
POT  RIO  04/01/10  50  7392  00291.00  00/00/00  POT  RIO  03/30/11 
41  7003  00243.00  00/00/00  POT  RIO  03/02/12  54  7009  00162.00 
03/02/12  POT  RIO  04/04/13  50  7007  00145.00  04/04/13  POT  RJ3 "
