label,page,text,id,surrounding_text
timexy,15,July  2019,"TIMEX3 type=""DATE"" value=""2019-07-01T00:00:00""","Mr  Waldman’s  role  has  not  been  confined  to  leaking  material  to  the  press.  He  has  also 
been  instrumental  in  obtaining  evidence  for  this  case.  Laura  Divinere  explained  in  her 
conversation  with  Ms  Heard  in  July  2019  the  pressure  she  was  put  under  by  Mr  Waldman 
to  sign  a  declaration  for  the  Claimant.  She  said  that  Mr  Waldman  told  her  that  he  had  her 
on  file  and  photographed/on  camera  at  the  Eastern  Columbia  building,  that  she  was 
conspiring  with  Ms  Heard’s  group  and  that  he  would  subpoena  her  for  a  deposition  if  she 
did  not  speak  to  him  and  sign  a  declaration  in  support  of  his  client.  He  said  that  the 
deposition  process  would  cost  her  about  fifteen  to  twenty  thousand  dollars,  and  that  he 
would  be  subpoenaing  other  people  in  Ms  Heard’s  group  for  perjury.  She  told  Ms  Heard 
that  as  a  result  she  was  left  shaken  for  days  and  had  not  slept  for  a  number  of  nights. "
DATE,15,15  July,,"3  Ms  Heard’s  evidence  in  her  witness  statement  is  that  “Shortly  after  Laura  Divenere’s 
declaration  [File  3/Tab  86]  had  appeared  in  the  media  in  July  2019  (see  for  example  the 
article  in  The  Blast  dated  15  July  [File  5/Tab  189]),  Laura  came  to  visit  me  because  she  was 
  asked  her  if | could  record  the  conversation 
really  upset  and  wanted  to  talk  to  me  about  it. 
and  she  said  yes”  [File  2.1/71.3/E606.39].  Ms  Heard  was  not  however  asked  in  cross- 
examination  whether  she  had  recorded  the  conversation  without  Ms  Divenere’s  consent. 
The  court  is  therefore  not  in  a  position  to  conclude  who  was  correct  about  this. "
timexy,17,21  April  2016,"TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""","55.  Mr  Bett  explained  to  the  court  that  Mr  Waldman  gave  him  a  photograph  of  the  Claimant, 
supposedly  injured,  so  that  Mr  Bett  could  append  it  to  his  witness  statement  for  these 
proceedings  and  claim  that  it  had  been  taken  by  Mr  Bett.  At  Mr  Waldman’s  request  Mr 
Bett  then  exhibited  the  photo  to  his  statement  and  claimed  it  was  a  photo  that  he  had 
himself  taken  on  21  April  2016  [8/1269/14-22].  This  was  untrue,  as  both  Mr  Bett  and  Mr "
timexy,17,May  2016,"TIMEX3 type=""DATE"" value=""2016-05-01T00:00:00""","58.  The  tactics  deployed  by  the  Claimant  to  achieve  these  objectives  have  been  highly 
effective.  Mr  Tillet  Wright  explained  how  difficult  it  rapidly  became  after  May  2016  for 
anyone  who  wanied  to  try  and  support  Ms  Heard  publicly: "
DATE,19,10/1596/3-18,,"not  involve  the  Claimant,  but  Ms  Heard  explained  that  she  was  (understandably)  angry 
because  someone  had  hacked  into  her  iCloud  account  and  posted  naked  photos  of  her 
online,  together  with  humiliating  headlines  [10/1596/3-18]. "
DATE,20,last  day,,"With  considerable  fanfare,  a  video  was  produced  on  the  last  day  of  evidence  by  the 
Claimant's  legal  team  and  put  to  Ms  Henriquez,  supposedly  to  demonstrate  that  Ms  Heard 
had  been  violent  towards  her.  But  the  video  proves  nothing.  It  was  a  short  extract  from 
2006-7  containing  what  was  said  to  be  the  “rushes”  of  a  light-hearted  exchange  from  a 
reality TV  show.  It  shows  no  injuries  to  Ms  Henriquez.  Ms  Henriquez  explained  in  evidence 
that  she  was  not  talking  on  the  video  about  having  had  a  physical  fight  with  Ms  Heard, 
and  all  that  was  happening  was  that  a  person  was  inferring  and  trying  to  create  an 
interesting  story  line  for  the  programme  [14/2265/18-23].  Moreover  Ms  Heard  was  given 
no  opportunity  to  address  the  allegation  she  had  attacked  Ms  Henriquez  in  2006-7. "
timexy,20,16  July  2016,"TIMEX3 type=""DATE"" value=""2016-07-16T00:00:00""","Ms  Heard  was  also  open  about  the  fact  that  during  the  relationship  with  the  Claimant  she 
used  illegal  drugs  (MDMA  and  mushrooms),  albeit  rarely  [10/1549/25-1550/5],  and 
enjoyed  alcohol  —  “you  know,  two,  three  glasses  a  night  sometimes,  sometimes  more, 
occasionally,  sometimes  less,  but  never  bottles”  [10/1559/6-10].  She  has  also  taken  one 
prescribed  drug,  Provigil,  for  narcolepsy,  although  the  Claimant’s  doctor,  Dr  Kipper,  put 
Ms  Heard  “on  all  kinds  of  medications  and,  frankly,  |  have  lost  track  of  which  ones” 
[10/1545/22-24],  “to  keep  me  sedated  or  keep  me  calm,  basically,  to  keep  my  body  from 
responding  to  the  world  |  was  living  in”.  Ms  Heard  explained  that  even  in  her  relationships 
with  Dr  Kipper,  nurse  Erin  Boerum  and  nurse  Debbie  Lloyd,  the  Claimant  was  the  ultimate 
client,  and  he  was  the  priority  [12/2015/8  —  2016/19].  As  the  Claimant  himself  explained 
in  his  text  to  nurse  Boerum  on  16  July  2016: "
timexy,21,13  October  2015,"TIMEX3 type=""DATE"" value=""2015-10-13T00:00:00""","Ms  Heard  explained  that  the  process  regarding  compiling  the  correct  paperwork  for  the 
dogs  had  been  going  on  for  months  and  was  confusing  [12/1889/17-20].  Moreover  it  was 
not  Ms  Heard’s  decision  to  bring  the  dogs:  “I  did  not  call  any  of  the  shots.  This  is  Johnny's 
plane,  this  is  Johnny's  staff,  Johnny's  crew  for  Johnny's  travel”  [12/1891/3-4];  and  the 
Claimant  was  equally  culpable,  having  filled  in  the  same  paperwork  incorrectly,  but  she 
had  to  take  the  charges  so  that  his  filming  plans  were  not  compromised  by  a  conviction  in 
his 
Australia  [12/1891/13-16].  Mr  Murphy  confirmed  the  Claimant’s  involvement  in 
statement  in  the  Australia  proceedings  dated  13  October  2015  [File  5.1/201(a)/F1303.1]. 
The  Claimant  himself  made  clear  his  personal  culpability  in  his  interview  on  television 
[media  file  F194a]  and  joined  Ms  Heard  in  a  joint  televised  apology  [media  file  F151a]. "
DATE,22,10/1576/3-7,,"companion  and  friend” 
experience”  [10/1576/3-7]  and  Ms  McMillen  ‘reminded  me  of  a  very,  very  young  me,  like 
alittle  sister”  [12/2018/25-2019/2]. "
DATE,22,two  years,,"Ms  McMillen  stayed  with  Ms  Heard  in  London,  and  then  Ms  Heard  invited  her  to  come 
and  stay  with  her  in  LA  to  hang  out  and  see  what  it  was  like  [12/2019/5-23].  Ms  Heard 
full  time  assistant  —  Kate  James  —  so  did  not  need  Ms  McMillen  as  an 
already  had  a 
assistant  —  she  just  helped  out  with  grocery  shopping  and  similar  tasks  occasionally,  as  did 
other  friends  of  Ms  Heard,  which  is  what  the  payments  were  for  [12/21-2022/2].  Other 
friends  also  used  the  ‘assistant’  email  address  at  times  [12/2022/17-2023/11].  When 
Nurse  Boerum  noted  that  Ms  McMillen  was  Ms  Heard’s  assistant,  this  was  because  Nurse 
Boerum  had  known  Ms  Heard  for  two  years  already  and  Ms  McMillen  had  indeed  been 
her  assistant  outside  of  the  United  States  at  times  during  that  period  [10/1581/7-25].  The 
money  which  Ms  Heard  paid  Ms  McMillen  was  for  expenses  and  a  loan  [10/1582/12-16]; 
[12/2021/16-2022/13]. "
DATE,22,76,,"companion  and  friend” 
experience”  [10/1576/3-7]  and  Ms  McMillen  ‘reminded  me  of  a  very,  very  young  me,  like 
alittle  sister”  [12/2018/25-2019/2]. "
DATE,23,the  year,,"Moreover  the  evidence  adduced  by  the  Claimant  that  Ms  Heard  had  such  relationships 
was  very  thin.  Mr  Romero  said  that  Ms  Heard  was  visited  regularly  at  the  Eastern 
by  Mr  Musk  (statement  paragraph  7);  however  Mr  Romero’s 
Columbia  Building 
recollection  of  dates  was  extremely  faulty  —  see  below.  As  he  said  in  cross-examination  “/ 
cannot  remember  exactly  the  year,  because  it  has  been  for  a  couple  of  years  already” 
[9/1398/2-3]  and  “I  get,  like  you  said,  the  years  messed  up”  (9/1398/19-20].  On  Mr 
Romero’s  account,  he  saw  Mr  Musk’s  regular  visits  start  in  March  2015,  a  year  before  Ms 
Heard  even  moved  into  the  building.  Mr  Baruch  confirmed  he  only  saw  Mr  Musk  in  the 
Eastern  Columbia  Building  after  21  May  2016  [9/1384/4-7].  Ms  Esparza’s  evidence  on  Mr 
Musk  related  to  the  period  after  the  break  up.  She  made  a  reference  to  Ms  Heard  having 
marks  on  her  after  what  was  said  to  be  a  visit  from  Mr  Musk  in  June/July  2016;  but  she 
was  now  unable  to  recall  where  on  Ms  Heard’s  body  the  alleged  injuries  were  [5/891/9- 
13].  This  evidence  was  gratuitous  and  plainly  adduced  by  the  Claimant  in  an  improper 
attempt  publicly  to  smear  Mr  Musk  —  reflecting  his  determination  to  seek  vengeance 
against  Mr  Musk,  another  of  the  Claimant’s  objectives,  as  he  explained  that  he  had  in  his 
text  to  Mr  Carino  in  August  2016  [File  6/119/F687.194]. "
timexy,23,March  2015,"TIMEX3 type=""DATE"" value=""2015-03-01T00:00:00""","Moreover  the  evidence  adduced  by  the  Claimant  that  Ms  Heard  had  such  relationships 
was  very  thin.  Mr  Romero  said  that  Ms  Heard  was  visited  regularly  at  the  Eastern 
by  Mr  Musk  (statement  paragraph  7);  however  Mr  Romero’s 
Columbia  Building 
recollection  of  dates  was  extremely  faulty  —  see  below.  As  he  said  in  cross-examination  “/ 
cannot  remember  exactly  the  year,  because  it  has  been  for  a  couple  of  years  already” 
[9/1398/2-3]  and  “I  get,  like  you  said,  the  years  messed  up”  (9/1398/19-20].  On  Mr 
Romero’s  account,  he  saw  Mr  Musk’s  regular  visits  start  in  March  2015,  a  year  before  Ms 
Heard  even  moved  into  the  building.  Mr  Baruch  confirmed  he  only  saw  Mr  Musk  in  the 
Eastern  Columbia  Building  after  21  May  2016  [9/1384/4-7].  Ms  Esparza’s  evidence  on  Mr 
Musk  related  to  the  period  after  the  break  up.  She  made  a  reference  to  Ms  Heard  having 
marks  on  her  after  what  was  said  to  be  a  visit  from  Mr  Musk  in  June/July  2016;  but  she 
was  now  unable  to  recall  where  on  Ms  Heard’s  body  the  alleged  injuries  were  [5/891/9- 
13].  This  evidence  was  gratuitous  and  plainly  adduced  by  the  Claimant  in  an  improper 
attempt  publicly  to  smear  Mr  Musk  —  reflecting  his  determination  to  seek  vengeance 
against  Mr  Musk,  another  of  the  Claimant’s  objectives,  as  he  explained  that  he  had  in  his 
text  to  Mr  Carino  in  August  2016  [File  6/119/F687.194]. "
timexy,23,21  May  2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","Moreover  the  evidence  adduced  by  the  Claimant  that  Ms  Heard  had  such  relationships 
was  very  thin.  Mr  Romero  said  that  Ms  Heard  was  visited  regularly  at  the  Eastern 
by  Mr  Musk  (statement  paragraph  7);  however  Mr  Romero’s 
Columbia  Building 
recollection  of  dates  was  extremely  faulty  —  see  below.  As  he  said  in  cross-examination  “/ 
cannot  remember  exactly  the  year,  because  it  has  been  for  a  couple  of  years  already” 
[9/1398/2-3]  and  “I  get,  like  you  said,  the  years  messed  up”  (9/1398/19-20].  On  Mr 
Romero’s  account,  he  saw  Mr  Musk’s  regular  visits  start  in  March  2015,  a  year  before  Ms 
Heard  even  moved  into  the  building.  Mr  Baruch  confirmed  he  only  saw  Mr  Musk  in  the 
Eastern  Columbia  Building  after  21  May  2016  [9/1384/4-7].  Ms  Esparza’s  evidence  on  Mr 
Musk  related  to  the  period  after  the  break  up.  She  made  a  reference  to  Ms  Heard  having 
marks  on  her  after  what  was  said  to  be  a  visit  from  Mr  Musk  in  June/July  2016;  but  she 
was  now  unable  to  recall  where  on  Ms  Heard’s  body  the  alleged  injuries  were  [5/891/9- 
13].  This  evidence  was  gratuitous  and  plainly  adduced  by  the  Claimant  in  an  improper 
attempt  publicly  to  smear  Mr  Musk  —  reflecting  his  determination  to  seek  vengeance 
against  Mr  Musk,  another  of  the  Claimant’s  objectives,  as  he  explained  that  he  had  in  his 
text  to  Mr  Carino  in  August  2016  [File  6/119/F687.194]. "
timexy,23,July  2016,"TIMEX3 type=""DATE"" value=""2016-07-01T00:00:00""","Moreover  the  evidence  adduced  by  the  Claimant  that  Ms  Heard  had  such  relationships 
was  very  thin.  Mr  Romero  said  that  Ms  Heard  was  visited  regularly  at  the  Eastern 
by  Mr  Musk  (statement  paragraph  7);  however  Mr  Romero’s 
Columbia  Building 
recollection  of  dates  was  extremely  faulty  —  see  below.  As  he  said  in  cross-examination  “/ 
cannot  remember  exactly  the  year,  because  it  has  been  for  a  couple  of  years  already” 
[9/1398/2-3]  and  “I  get,  like  you  said,  the  years  messed  up”  (9/1398/19-20].  On  Mr 
Romero’s  account,  he  saw  Mr  Musk’s  regular  visits  start  in  March  2015,  a  year  before  Ms 
Heard  even  moved  into  the  building.  Mr  Baruch  confirmed  he  only  saw  Mr  Musk  in  the 
Eastern  Columbia  Building  after  21  May  2016  [9/1384/4-7].  Ms  Esparza’s  evidence  on  Mr 
Musk  related  to  the  period  after  the  break  up.  She  made  a  reference  to  Ms  Heard  having 
marks  on  her  after  what  was  said  to  be  a  visit  from  Mr  Musk  in  June/July  2016;  but  she 
was  now  unable  to  recall  where  on  Ms  Heard’s  body  the  alleged  injuries  were  [5/891/9- 
13].  This  evidence  was  gratuitous  and  plainly  adduced  by  the  Claimant  in  an  improper 
attempt  publicly  to  smear  Mr  Musk  —  reflecting  his  determination  to  seek  vengeance 
against  Mr  Musk,  another  of  the  Claimant’s  objectives,  as  he  explained  that  he  had  in  his 
text  to  Mr  Carino  in  August  2016  [File  6/119/F687.194]. "
timexy,23,August  2016,"TIMEX3 type=""DATE"" value=""2016-08-01T00:00:00""","Moreover  the  evidence  adduced  by  the  Claimant  that  Ms  Heard  had  such  relationships 
was  very  thin.  Mr  Romero  said  that  Ms  Heard  was  visited  regularly  at  the  Eastern 
by  Mr  Musk  (statement  paragraph  7);  however  Mr  Romero’s 
Columbia  Building 
recollection  of  dates  was  extremely  faulty  —  see  below.  As  he  said  in  cross-examination  “/ 
cannot  remember  exactly  the  year,  because  it  has  been  for  a  couple  of  years  already” 
[9/1398/2-3]  and  “I  get,  like  you  said,  the  years  messed  up”  (9/1398/19-20].  On  Mr 
Romero’s  account,  he  saw  Mr  Musk’s  regular  visits  start  in  March  2015,  a  year  before  Ms 
Heard  even  moved  into  the  building.  Mr  Baruch  confirmed  he  only  saw  Mr  Musk  in  the 
Eastern  Columbia  Building  after  21  May  2016  [9/1384/4-7].  Ms  Esparza’s  evidence  on  Mr 
Musk  related  to  the  period  after  the  break  up.  She  made  a  reference  to  Ms  Heard  having 
marks  on  her  after  what  was  said  to  be  a  visit  from  Mr  Musk  in  June/July  2016;  but  she 
was  now  unable  to  recall  where  on  Ms  Heard’s  body  the  alleged  injuries  were  [5/891/9- 
13].  This  evidence  was  gratuitous  and  plainly  adduced  by  the  Claimant  in  an  improper 
attempt  publicly  to  smear  Mr  Musk  —  reflecting  his  determination  to  seek  vengeance 
against  Mr  Musk,  another  of  the  Claimant’s  objectives,  as  he  explained  that  he  had  in  his 
text  to  Mr  Carino  in  August  2016  [File  6/119/F687.194]. "
timexy,24,September  2015,"TIMEX3 type=""DATE"" value=""2015-09-01T00:00:00""","80.  In  any  event,  the  conversations  —  which  are  long  —  contain  much  that  supports  the 
Defendants’  case.  In  one  such  conversation  from  September  2015  (“Argument  2”)  the 
Claimant  made  observations  showing  that  he  recognized  that  he  had  been  violent  towards "
DATE,25,10/1543/20-24,,her:  [10/1543/20-24)). 
DATE,25,three  year  long,,a  three  year  long 
DATE,25,several  years,,"84.  He  is  compelled  to  resort  to  this  ‘dossier’  hoax  theory  because  of  the  volume  of  evidence 
that  Ms  Heard  has  been  consistent  in  her  complaints  about  the  Claimant’s  conduct  when 
drunk  or  under  the  influence  of  drugs,  and  on  occasions  his  violence  towards  her,  for 
several  years.  The  court  was  shown  many  communications  from  2013  onwards  in  which 
Ms  Heard  made  contemporaneous  complaints  of  this  nature. "
timexy,25,22  March  2013,"TIMEX3 type=""DATE"" value=""2013-03-22T00:00:00""","Ms  Heard  texted  her  mother  on  22  March  2013  stating  of  the  Claimant  “He’s  nuts 
|  am  heartbroken  that  THIS  is  who  |  love”  [File 
mom.  Violent  and  crazy. 
7/1(b)/H21A.2].  The  following  day  Ms  Heard  texted  her  mother  enclosing  a  photo 
of  the  bruise  to  her  arm  sustained  two  weeks  earlier  as  a  result  of  the  altercation 
with  the  Claimant  [File  7/1(b)/H22A.7};  [File  6/148/F894.001). "
DATE,25,two  weeks,,"Ms  Heard  texted  her  mother  on  22  March  2013  stating  of  the  Claimant  “He’s  nuts 
|  am  heartbroken  that  THIS  is  who  |  love”  [File 
mom.  Violent  and  crazy. 
7/1(b)/H21A.2].  The  following  day  Ms  Heard  texted  her  mother  enclosing  a  photo 
of  the  bruise  to  her  arm  sustained  two  weeks  earlier  as  a  result  of  the  altercation 
with  the  Claimant  [File  7/1(b)/H22A.7};  [File  6/148/F894.001). "
timexy,25,11  June  2013,"TIMEX3 type=""DATE"" value=""2013-06-11T00:00:00""","On  11  June  2013  Ms  Heard  set  out  in  an  email  she  sent  herself  [2/226/19  — 
2/229/15];  [File  8/64/12-3]  her  concerns  about  the  Claimant’s  “ecky!  and  Hyde” "
timexy,26,10  May  2014,"TIMEX3 type=""DATE"" value=""2014-05-10T00:00:00""","Ms  Heard  emailed  Kate  James  on  10  May  2014  [2/292/7-2/293/7]  about  how  the 
Claimant's  jealousy  causes  him  to  ‘lose  it’,  i.e.  lose  his  temper  [File  8/73/114]. "
timexy,26,24  May  2014,"TIMEX3 type=""DATE"" value=""2014-05-24T00:00:00""","Shortly  after  the  Boston  plane  incident,  on  24  May  2014,  Ms  Heard  texted  Kate 
James  saying,  “I  have  to  leave  JD.  He’s  just  freaked  out  on  me.  He’s  drinking  again. 
It’s  bad.  Worse  than  ever.  |  need  out”  [File  7/3/H24].  The  following  day,  Ms  Heard 
texted  the  Claimant's  sister  saying,  “Yes,  and  |  do  hope  he  gets  better  this  time.  But 
I  can't  keep  staying  and  supporting  him  just  to  watch  him  do  it  all  over  again.  He 
has  done  this  many  times  before.  Tokyo,  the  island,  London,  remember  that,  many, 
many  times,  and  |  always  stay.  Always  believe  he  is  going  to  get  better,  and  every 
three  or  so  months  |  am  in  exactly  the  same  position”  [File  6/119/F697.29]  and 
sent  a  similar  message  to  Mr  Deuters  [File  6/119/697.31]. "
timexy,26,27  May  2014,"TIMEX3 type=""DATE"" value=""2014-05-27T00:00:00""","On  27  May  2014,  Ms  Heard  texted  the  Claimant  stating:  “/  know  you  have  a 
sickness.  |  know  you  are  suffering,  Johnny,  I'll  do  anything  to  be  able  to  take  that 
away from  you,  if  only  |  could.  We  have  such  a  beautiful...that  is  killing  us.  And  that 
is  what  |  am  afraid  of.  Seeing  such  a  beautiful  thing  as  our  love  slaughtered  right 
in  front  of  my  eyes,  and  not  being  able  to  do  anything  about  it.  That  is  what,  whol 
am  running  from,  that  demon.  Because  despite  how  much  |  have  tried  to  fight  him 
|am  scared,  Johnny,  so  scared,  |  watch  as  this  thing 
off,  you,  he  has  been  winning. 
steals  my  life  out from  under  me.  He  steals  my  man  from  me  and  replaces  him  with 
something  terrifying  and  unrecognisable""  [File  6/119/F697.33].  The  Claimant 
acknowledged  in  evidence  that  Ms  Heard  was  here  referring  to  ‘the  monster’: "
timexy,27,April  2016,"TIMEX3 type=""DATE"" value=""2016-04-01T00:00:00""","86.  Several  witnesses  also  gave  evidence  that  Ms  Heard  had  told  them  of  the  violence  at  the 
is  alleged  to  have  occurred  —  Ms  Henriquez  (statement  paragraphs  17-18,  31,  6, 
time  it 
49,  52-3,  54-56,  65-6,  71,  75,  79);  Mr  Tillet  Wright  (statement  paragraphs  16-18,  30,  34, 
39,  55);  Ms  Sexton  (statement  paragraphs  31,  41,  45,  60,  62).  Ms  Sexton  explained  that 
Ms  Heard  told  her  of  the  violence  the  Claimant  had  perpetrated  on  her  around  the  time 
of  the  April  2016  birthday  party,  (ie.  before  the  DVRO  application)  [14/2248/13-16], 
although  she  suspected  the  Claimant  had  been  violent  towards  her  before  that  because 
of  Ms  Heard’s  behaviour  and  had  therefore  asked  Ms  Heard  whether  she  felt  safe 
[4/2249/2-12].  in  his  text  to  Ms  Heard  on  22  May  2016,  “Rocketman”  said:  “I’m  just  glad 
you’re  ok.  You  talked  about  J  being  violent  in  the  past  and  still  having  keys  to  the 
|  thought  something  might  have  happened.”  Even  a  number  of  the 
apartment,  so 
Claimant's  witnesses  accepted  that  Ms  Heard  had  complained  of  violence  by  the  Claimant 
at  various  points  throughout  the  relationship  (for  example  Samantha  McMillen  and  Kevin "
timexy,27,22  May  2016,"TIMEX3 type=""DATE"" value=""2016-05-22T00:00:00""","86.  Several  witnesses  also  gave  evidence  that  Ms  Heard  had  told  them  of  the  violence  at  the 
is  alleged  to  have  occurred  —  Ms  Henriquez  (statement  paragraphs  17-18,  31,  6, 
time  it 
49,  52-3,  54-56,  65-6,  71,  75,  79);  Mr  Tillet  Wright  (statement  paragraphs  16-18,  30,  34, 
39,  55);  Ms  Sexton  (statement  paragraphs  31,  41,  45,  60,  62).  Ms  Sexton  explained  that 
Ms  Heard  told  her  of  the  violence  the  Claimant  had  perpetrated  on  her  around  the  time 
of  the  April  2016  birthday  party,  (ie.  before  the  DVRO  application)  [14/2248/13-16], 
although  she  suspected  the  Claimant  had  been  violent  towards  her  before  that  because 
of  Ms  Heard’s  behaviour  and  had  therefore  asked  Ms  Heard  whether  she  felt  safe 
[4/2249/2-12].  in  his  text  to  Ms  Heard  on  22  May  2016,  “Rocketman”  said:  “I’m  just  glad 
you’re  ok.  You  talked  about  J  being  violent  in  the  past  and  still  having  keys  to  the 
|  thought  something  might  have  happened.”  Even  a  number  of  the 
apartment,  so 
Claimant's  witnesses  accepted  that  Ms  Heard  had  complained  of  violence  by  the  Claimant 
at  various  points  throughout  the  relationship  (for  example  Samantha  McMillen  and  Kevin "
timexy,27,December  2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""","Ms  Heard  falsely  telling  Nurse  Boerum  of  injuries  in  December  2015,  and  showing 
her  fake  injuries  for  Nurse  Boerum  to  record,  and  giving  a  similarly  false  account 
of  the  Claimant’s  behaviour  to  Dr  Connell  Cowan; "
DATE,28,three  year,,"It  remains  uncertain  what  the  Claimant  contends  motivated  Ms  Heard  to  carry  out  this 
highly  sophisticated  three  year  dossier  hoax.  In  so  far  as  the  Claimant’s  thesis  is  that  she 
was  a  gold  digger  who  had  long  planned  the  hoax  in  order  to  extract  money  from  him,  Ms 
Heard  confirmed  that  she  did  not  benefit  financially  from  making  allegations  of  domestic 
violence  [13/2106/24-2107/4].°  She  also  saw  no  benefit  to  her  career  [13/2106/11-20]. "
timexy,28,21  May  2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","It  is  also  unclear  why  others  would  have  agreed  to  join  in  this  conspiracy.  It  was  put  to  Mr 
Drew  that  he  was  part  of  a  conspiracy  to  give  a  false  account  of  events  on  21  May  2016. 
No  motive  was  suggested  in  cross-examination  as  to  why  he  should  do  this  [12/1962/18- 
a  fanciful  proposition,  not  least  since  he  was  not  a  witness  who  was  seeking  to 
22].  tt  is 
paint  a  flattering  picture  of  Ms  Heard  —  he  confirmed  she  had  used  mushrooms  and 
ecstasy,  and  said  he  had  heard  that  she  had  taken  cocaine  (but  had  not  witnessed  this) "
timexy,29,21  May  2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","For  example,  if,  as  the  Claimant  suggested,  calling  911  on  21  May  2016  was  “a 
choreographed  hoax  for  sure”  [4/559/13-15],  why  did  Ms  Heard  not  tell  either  of 
the  two  sets  of  police  officers  who  then  attended  that  she  had  been  attacked? "
timexy,29,11  February  2016,"TIMEX3 type=""DATE"" value=""2016-02-11T00:00:00""","b.  Why  refrain  from  making  any  allegation  that  the  Claimant  had  been  violent  when 
emailing  Mr  Tillet  Wright,  a  close  friend  and  confidante,  on  11  February  2016? 
[7/22(a)/H134.1] "
timexy,29,22  March  2013,"TIMEX3 type=""DATE"" value=""2013-03-22T00:00:00""","Why  send  a  text  message  to  her  mother  on  22  March  2013  saying  “It's  ok  mom. 
He's  not  being  violent  with  me”?  [7/1(b)/H21A.2]  —  (see  further  below). "
timexy,29,17  December  2015,"TIMEX3 type=""DATE"" value=""2015-12-17T00:00:00""","d.  Why  visit  Dr  Kipper’s  office  on  17  December  2015  to  seek  medical  assistance  for 
the  injuries  sustained  during  the  incident  on  15  December  only  to  conceal  the  true 
cause  of  her  injuries  and  instead  say  to  nurse  Monroe  Tinker  that  the  cause  of  her 
headache  was  that  she  “bumped  her  head  while  standing  up  2  days  ago”?® "
DATE,29,2  days  ago,,"d.  Why  visit  Dr  Kipper’s  office  on  17  December  2015  to  seek  medical  assistance  for 
the  injuries  sustained  during  the  incident  on  15  December  only  to  conceal  the  true 
cause  of  her  injuries  and  instead  say  to  nurse  Monroe  Tinker  that  the  cause  of  her 
headache  was  that  she  “bumped  her  head  while  standing  up  2  days  ago”?® "
timexy,29,30  May  2016,"TIMEX3 type=""DATE"" value=""2016-05-30T00:00:00""","5  See  Ms  Heard’s  fifth  witness  statement,  paragraph  74  [Fite  2.1/71.3/E606.37]  in  which  she 
explained  that  she  was  trying  to  protect  the  Claimant,  and  exhibits  a  copy  of  a  text  message  sent  to 
Lisa  Beane  on  30  May  2016  in  which  Ms  Heard  explained  that  at  that  time  she  felt  unable  to  tell 
Monroe  how  the  injuries  had  been  caused. "
timexy,30,22  November  2019,"TIMEX3 type=""DATE"" value=""2019-11-22T00:00:00""","93.  As  a  general  point,  most  of  the  Claimant’s  witnesses  had  long  standing  relationships  with 
him  and/or  continue  to  depend  on  him  for  their  livelihoods.  This  applies  to  Mr  Bett,  Mr 
Murphy,  Mr  Deuters,  Mr  Baruch,  Ms  Vargas,  Mr  McGivern,  Mr  Jenkins,  Ms  Roberts  and 
Mr  Connelly;  others  were  paid  by  him  to  provide  services  and,  given  his  status  in 
Hollywood,  are  unlikely  to  want  to  fall  out  of  favour  with  him:  Mr  King,  Mr  White,  Ms 
Esparza,  Mr  Romero,  Mr  Harrell.  It  was  the  job  of  many  of  these  individuals  to  clear  up 
the  mess  left  behind  by  the  Claimant,  and  not  to  intervene  or  reprimand  him.  This  was 
in  her  deposition  dated  22  November  2019  [File "
DATE,30,16  years,,"94.  Mr  Deuters  confirmed  he  had  worked  for  the  Claimant  for  16  years  [5/737/3-7],  was  a 
friend  of  his  and  indeed  ‘regarded  almost  as  family’  [5/737/17-18],  was  financially 
dependent  on  the  Claimant  [5/738/5-6],  and  was  dependent  on  the  Claimant’s  brand  for "
timexy,31,6  March  2015,"TIMEX3 type=""DATE"" value=""2015-03-06T00:00:00""","his  income  [5/738/7-8].  Mr  Deuters  explained  his  adoration  of  the  Claimant  in  a  text  dated 
6  March  2015  [File  6/119/F697.58]. "
DATE,31,5/858/5-7,,"When  asked  whether  he  had  ever  stood  up  to  the  Claimant,  Mr  Deuters  gave  one 
example:  when  producers  wanted  the  Claimant  to  come  back  to  Australia  a  few  days  early 
—  “nobody  else  would  do  that  job”  [5/857/15-17].  It  was  a  request  which  the  Claimant 
“respectfully  refused”  [5/858/5-7}.  This  was  hardly  a  demonstration  of  Mr  Deuters’ 
if  anything,  the  anecdote  demonstrates  the 
willingness  to  stand  up  to 
unwillingness  of  those  around  the  Claimant  to  ask  him  even  modest  requests.  It  also 
demonstrates  the  Claimant’s  requirement  for  unstinting  “loyalty”  from  his  employees  (in 
other  words,  allowing  him  to  do  whatever  he  wanted  to  do);  of  this  incident,  the  Claimant 
said  in  a  text  message  to  Jerry  Judge  [File  10/147(a)/074): "
