file,label,page,text,id,surrounding_text,link,name,calculated_date,pretty_date
4.pdf,timexy,13,May 2015,"TIMEX3 type=""DATE"" value=""2015-05-01T00:00:00""",59. In about May 2015 the Australian authorities were made aware that we had imported ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=13,Amber Heard,2015-05-01,May 2015
6.pdf,timexy,2,24 May 2015,"TIMEX3 type=""DATE"" value=""2015-05-24T00:00:00""",York to Boston on 24 May 2015; ,https://www.nickwallis.com/_files/ugd/5df505_d693dfaa1502427db91ef06b574b1d05.pdf#page=2,Amber Heard,2015-05-24,May 2015
6.pdf,timexy,2,10 June 2015,"TIMEX3 type=""DATE"" value=""2015-06-10T00:00:00""",3.9  Tab 196(a): This is an entry from my journal dated 10 June 2015; ,https://www.nickwallis.com/_files/ugd/5df505_d693dfaa1502427db91ef06b574b1d05.pdf#page=2,Amber Heard,2015-06-10,Jun. 2015
4.pdf,timexy,19,July 2015,"TIMEX3 type=""DATE"" value=""2015-07-01T00:00:00""","therefore must have taken place on 26/27 July 2015, not August 2015 as I say in my ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=19,Amber Heard,2015-07-01,Jul. 2015
6.pdf,timexy,2,27 July 2015,"TIMEX3 type=""DATE"" value=""2015-07-27T00:00:00""",3.10  Tab 196(b): This is an entry from my journal dated 27 July 2015; ,https://www.nickwallis.com/_files/ugd/5df505_d693dfaa1502427db91ef06b574b1d05.pdf#page=2,Amber Heard,2015-07-27,Jul. 2015
7.pdf,timexy,16,August 2015,"TIMEX3 type=""DATE"" value=""2015-08-01T00:00:00""","Thailand and Malaysia, August 2015 ",https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=16,Whitney Henriquez,2015-08-01,Aug. 2015
0.pdf,timexy,31,August 2015,"TIMEX3 type=""DATE"" value=""2015-08-01T00:00:00""","Malaysia train, August 2015  ",https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=31,Amber Heard,2015-08-01,Aug. 2015
4.pdf,timexy,19,August 2015,"TIMEX3 type=""DATE"" value=""2015-08-01T00:00:00""","therefore must have taken place on 26/27 July 2015, not August 2015 as I say in my ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=19,Amber Heard,2015-08-01,Aug. 2015
11.pdf,timexy,51,"August
24 2015","TIMEX3 type=""DATE"" value=""2015-08-24T00:00:00""","10       A   Okay.                                            03:16
11       Q   The declaration.
12           The next incident that's described is on
13 page 6.  It says, at the top, ""March 2015,
14 Los Angeles.""
15           And, again, keeping in mind the same             03:16
16 instruction I gave you earlier, Mr. Drew, separate
17 and apart from whatever you may have learned from
18 reading this document, did you know about this event
19 prior to the deposition?
20       A   I don't have any recollection of this            03:16
21 event.
22       Q   Okay.  Same thing for the next one, which
23 is just a small paragraph where it says, ""August
24 2015, Thailand and Malaysia.""
25       A   Only thing I know is that they did take          03:17",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=51,Josh Drew,2015-08-24,Aug. 2015
7.pdf,timexy,3,September 2015,"TIMEX3 type=""DATE"" value=""2015-09-01T00:00:00""","job she took. For example, I was with them in Brazil in September 2015 when they had ",https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=3,Whitney Henriquez,2015-09-01,Sep. 2015
4.pdf,timexy,17,13 September 2015,"TIMEX3 type=""DATE"" value=""2015-09-13T00:00:00""",to me dated 13 September 2015 when we were talking about him being passed out ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=17,Amber Heard,2015-09-13,Sep. 2015
4.pdf,timexy,2,26  September  2015,"TIMEX3 type=""DATE"" value=""2015-09-26T00:00:00""",5.  This  recording  is  from  26  September  2015  (TB/File  4  Tab  154)  and  it  was  recorded ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=2,Amber Heard,2015-09-26,Sep. 2015
4.pdf,timexy,14,October  2015,"TIMEX3 type=""DATE"" value=""2015-10-01T00:00:00""","proceedings  about  the  dogs  in October  2015.  This  is  not  true  and makes  no  sense, ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=14,Amber Heard,2015-10-01,Oct. 2015
4.pdf,timexy,14,11  October  2015,"TIMEX3 type=""DATE"" value=""2015-10-11T00:00:00""","his  statement,  Kevin  refers  to  Marty’s  email  to  me  of  11  October  2015  at  07.29.  I ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=14,Amber Heard,2015-10-11,Oct. 2015
8.pdf,timexy,4,November 2015,"TIMEX3 type=""DATE"" value=""2015-11-01T00:00:00""","Los Angeles, November 2015 ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=4,Raquel Pennington,2015-11-01,Nov. 2015
8.pdf,timexy,4,November 2015,"TIMEX3 type=""DATE"" value=""2015-11-01T00:00:00""","Los Angeles, November 2015 ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=4,Raquel Pennington,2015-11-01,Nov. 2015
0.pdf,timexy,31,November 2015,"TIMEX3 type=""DATE"" value=""2015-11-01T00:00:00""","Los Angeles, November 2015 ",https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=31,Amber Heard,2015-11-01,Nov. 2015
6.pdf,timexy,2,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""","island, taken by his son Jack on 26 December 2015;  ",https://www.nickwallis.com/_files/ugd/5df505_d693dfaa1502427db91ef06b574b1d05.pdf#page=2,Amber Heard,2015-12-01,Dec. 2015
4.pdf,timexy,16,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""",in Dr Kipper’s office when I went there for a concussion check after the December 2015 ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=16,Amber Heard,2015-12-01,Dec. 2015
4.pdf,timexy,17,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""","evaluation that was carried out  back in December 2015, and in which I explain that at ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=17,Amber Heard,2015-12-01,Dec. 2015
8.pdf,timexy,4,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""","Los Angeles, December 2015 ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=4,Raquel Pennington,2015-12-01,Dec. 2015
5.pdf,timexy,4,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""",counter-top in our apartment after the 15 December 2015 incident; ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=4,Amber Heard,2015-12-01,Dec. 2015
2.pdf,timexy,4,December  2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""","13. He  says  that,  during  the  December  2015  incident,  I  violently  attacked  him  and ",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=4,Amber Heard,2015-12-01,Dec. 2015
2.pdf,timexy,7,"December 

2015","TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=7,Amber Heard,2015-12-01,Dec. 2015
4.pdf,timexy,6,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""",December 2015 incident  ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=6,Amber Heard,2015-12-01,Dec. 2015
11.pdf,timexy,55,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""","10 BY MS. KAPLAN:                                             03:30
11       Q   Did you personally observe that day this
12 injury on Ms. Heard's face --
13       A   I did.
14       Q   -- on December -- in December 2015?
15       A   I did.                                           03:30
16       Q   Thank you.
17           And you said before, you were there when
18 Ms. Pennington was taking the photos?
19       A   Yes.
20       Q   Was there any discussion -- well,                03:30
21 withdrawn.
22           There's a couple more photos in there.  It
23 looks like there's a busted lip.  Do you see those
24 photos?
25       A   Yes.                                             03:31",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=55,Josh Drew,2015-12-01,Dec. 2015
4.pdf,timexy,6,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""",December 2015 incident  ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=6,Amber Heard,2015-12-01,Dec. 2015
11.pdf,timexy,39,December 15,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""",10 on or about December 15 --                                 02:00,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=39,Josh Drew,2015-12-01,Dec. 2015
11.pdf,timexy,39,December 15,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""",10 on or about December 15 --                                 02:00,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=39,Josh Drew,2015-12-01,Dec. 2015
0.pdf,timexy,31,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""","Los Angeles, December 2015  ",https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=31,Amber Heard,2015-12-01,Dec. 2015
11.pdf,timexy,197,3/12/2015,"TIMEX3 type=""DATE"" value=""2015-12-03T00:00:00""",3/12/2015 5:52:18 PM,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=197,Josh Drew,2015-12-03,Dec. 2015
11.pdf,timexy,197,3/12/2015,"TIMEX3 type=""DATE"" value=""2015-12-03T00:00:00""",3/12/2015 5:52:18 PM,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=197,Josh Drew,2015-12-03,Dec. 2015
11.pdf,timexy,197,03/12/2015,"TIMEX3 type=""DATE"" value=""2015-12-03T00:00:00""",03/12/2015 (Thursday),https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=197,Josh Drew,2015-12-03,Dec. 2015
11.pdf,timexy,51,"December 15, 2015","TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""","8       Q   ""December 15, 2015, Los Angeles,""",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=51,Josh Drew,2015-12-15,Dec. 2015
5.pdf,timexy,7,15 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""",the incident on 15 December 2015; ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=7,Amber Heard,2015-12-15,Dec. 2015
10.pdf,timexy,8,15 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""","Los Angeles, 15 December 2015 ",https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=8,iO Tillet-Wright,2015-12-15,Dec. 2015
11.pdf,timexy,53,"December 15, 2015","TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""","1 December 15, 2015, do you think she was lying to           03:25",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=53,Josh Drew,2015-12-15,Dec. 2015
5.pdf,timexy,4,15 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""",counter-top in our apartment after the 15 December 2015 incident; ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=4,Amber Heard,2015-12-15,Dec. 2015
5.pdf,timexy,4,15 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""",counter-top in our apartment after the 15 December 2015 incident; ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=4,Amber Heard,2015-12-15,Dec. 2015
5.pdf,timexy,4,15 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""",counter-top in our apartment after the 15 December 2015 incident; ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=4,Amber Heard,2015-12-15,Dec. 2015
5.pdf,timexy,4,15 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""",counter-top in our apartment after the 15 December 2015 incident; ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=4,Amber Heard,2015-12-15,Dec. 2015
5.pdf,timexy,8,"15 December 

2015","TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=8,Amber Heard,2015-12-15,Dec. 2015
5.pdf,timexy,4,15 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""",counter-top in our apartment after the 15 December 2015 incident; ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=4,Amber Heard,2015-12-15,Dec. 2015
0.pdf,timexy,31,15 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""",137.  This happened on the night of 15 December 2015. This was one of the worst and most ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=31,Amber Heard,2015-12-15,Dec. 2015
7.pdf,timexy,17,15 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""","Los Angeles, 15 December 2015 ",https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=17,Whitney Henriquez,2015-12-15,Dec. 2015
5.pdf,timexy,8,"15 December 

2015","TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=8,Amber Heard,2015-12-15,Dec. 2015
11.pdf,timexy,253,"December 15, 2015","TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""","cheek, chin and nose from an incident that took place on December 15, 2015.",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=253,Josh Drew,2015-12-15,Dec. 2015
4.pdf,timexy,6,15 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""",24. Things were bad between Johnny and me after the 15 December 2015 incident in our ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=6,Amber Heard,2015-12-15,Dec. 2015
7.pdf,timexy,17,15  December  2015,"TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""",about  the  fight  on  15  December  2015  at  that  point  because  Amber  and  I  were  not ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=17,Whitney Henriquez,2015-12-15,Dec. 2015
2.pdf,timexy,6,15 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""","24. Except for after the violence on 15 December 2015, I didn’t seek medical treatment for ",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=6,Amber Heard,2015-12-15,Dec. 2015
7.pdf,timexy,17,15 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""","Los Angeles, 15 December 2015 ",https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=17,Whitney Henriquez,2015-12-15,Dec. 2015
11.pdf,timexy,3,15 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""","15 December 2015, Los Angeles ",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=3,Josh Drew,2015-12-15,Dec. 2015
5.pdf,timexy,8,16 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-16T00:00:00""",J36: This picture was taken of me by Rocky on 16 December 2015; ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=8,Amber Heard,2015-12-16,Dec. 2015
6.pdf,timexy,2,26 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-26T00:00:00""","island, taken by his son Jack on 26 December 2015;  ",https://www.nickwallis.com/_files/ugd/5df505_d693dfaa1502427db91ef06b574b1d05.pdf#page=2,Amber Heard,2015-12-26,Dec. 2015
6.pdf,timexy,2,26 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-26T00:00:00""","island, taken by his son Jack on 26 December 2015;  ",https://www.nickwallis.com/_files/ugd/5df505_d693dfaa1502427db91ef06b574b1d05.pdf#page=2,Amber Heard,2015-12-26,Dec. 2015
7.pdf,timexy,7,January  2016,"TIMEX3 type=""DATE"" value=""2016-01-01T00:00:00""","Wright  was  “banned”  by  Johnny  too.  At  some  point  in  January  2016,  I  sought ",https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=7,Whitney Henriquez,2016-01-01,Jan. 2016
10.pdf,timexy,11,January  2016,"TIMEX3 type=""DATE"" value=""2016-01-01T00:00:00""","52.  Sometime  after  this,  in  late  January  2016,  Amber  and  I  took  a  trip  together  to  Palm ",https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=11,iO Tillet-Wright,2016-01-01,Jan. 2016
5.pdf,timexy,7,"January 

2016","TIMEX3 type=""DATE"" value=""2016-01-01T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=7,Amber Heard,2016-01-01,Jan. 2016
7.pdf,timexy,17,January 2016,"TIMEX3 type=""DATE"" value=""2016-01-01T00:00:00""",in early January 2016 (sometime before the Art of Elysium charity event I was working ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=17,Whitney Henriquez,2016-01-01,Jan. 2016
5.pdf,timexy,4,January 2016,"TIMEX3 type=""DATE"" value=""2016-01-01T00:00:00""",incident in which Johnny hit me in January 2016; and ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=4,Amber Heard,2016-01-01,Jan. 2016
5.pdf,timexy,7,6 January 2016,"TIMEX3 type=""DATE"" value=""2016-01-06T00:00:00""",J 27: I took this of my injuries on 6 January 2016; ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=7,Amber Heard,2016-01-06,Jan. 2016
5.pdf,timexy,8,February 2016,"TIMEX3 type=""DATE"" value=""2016-02-01T00:00:00""","was, to the best of my recollection, sometime in February 2016.  ",https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=8,Amber Heard,2016-02-01,Feb. 2016
5.pdf,timexy,6,20 February 2016,"TIMEX3 type=""DATE"" value=""2016-02-20T00:00:00""",on 20 February 2016 but did not feel able to send; ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=6,Amber Heard,2016-02-20,Feb. 2016
9.pdf,timexy,10,April 2016,"TIMEX3 type=""DATE"" value=""2016-04-01T00:00:00""","In April 2016, before her birthday, I remember going to the ",https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=10,Kristina Sexton,2016-04-01,Apr. 2016
0.pdf,timexy,34,April 2016,"TIMEX3 type=""DATE"" value=""2016-04-01T00:00:00""","Birthday party, April 2016  ",https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=34,Amber Heard,2016-04-01,Apr. 2016
2.pdf,timexy,6,April  2016,"TIMEX3 type=""DATE"" value=""2016-04-01T00:00:00""","22. Sometime  before  my  birthday  in  April  2016,  I  remember  that  I  had  to  postpone  an ",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=6,Amber Heard,2016-04-01,Apr. 2016
9.pdf,timexy,14,April 2016,"TIMEX3 type=""DATE"" value=""2016-04-01T00:00:00""","Birthday party, April 2016 ",https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=14,Kristina Sexton,2016-04-01,Apr. 2016
11.pdf,timexy,22,April 2016,"TIMEX3 type=""DATE"" value=""2016-04-01T00:00:00""",15 another incident in April 2016 after the birthday         11:55,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=22,Josh Drew,2016-04-01,Apr. 2016
2.pdf,timexy,5,April 2016,"TIMEX3 type=""DATE"" value=""2016-04-01T00:00:00""","16. I did not punch Johnny after my birthday party in April 2016, as he alleges. I did not ",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=5,Amber Heard,2016-04-01,Apr. 2016
8.pdf,timexy,6,April 2016,"TIMEX3 type=""DATE"" value=""2016-04-01T00:00:00""","Birthday Party, April 2016 ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=6,Raquel Pennington,2016-04-01,Apr. 2016
4.pdf,timexy,14,"18 

April 2016","TIMEX3 type=""DATE"" value=""2016-04-18T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=14,Amber Heard,2016-04-18,Apr. 2016
7.pdf,timexy,18,21 April 2016,"TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""",Amber’s 30th birthday party – 21 April 2016 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=18,Whitney Henriquez,2016-04-21,Apr. 2016
11.pdf,timexy,57,"April 21, 2016","TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""","10 transpired.  I know that after the fact, they had          04:09
11 made a call to one of the nurses.  I don't remember
12 whether it was Aaron or whether it was the other
13 one, whose name escapes me, to do a concussion check
14 over the phone, and they talked about her going to
15 see Dr. Kipper, but I don't actually know what             04:09
16 happened after the fact.
17           MR. CHEW:  Move to strike.  Lack of
18 personal knowledge by the witness's own admission.
19 BY MS. KAPLAN:
20       Q   I'm going to turn now to the incident on         04:10
21 April 21, 2016 in connection with Ms. Heard's
22 birthday party.  I think it was a 30th birthday
23 party.
24           And there's been a lot of -- today a lot
25 of kind of disjointed -- and that -- that's -- no          04:10",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=57,Josh Drew,2016-04-21,Apr. 2016
11.pdf,timexy,255,"April 21, 2016","TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""","Our la s t inte ra ction ha d be e n a t my pe nthous e  on April 21, 2016, a nd involve d a n",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=255,Josh Drew,2016-04-21,Apr. 2016
11.pdf,timexy,255,"April 21, 2016","TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""","Our la s t inte ra ction ha d be e n a t my pe nthous e  on April 21, 2016, a nd involve d a n",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=255,Josh Drew,2016-04-21,Apr. 2016
8.pdf,timexy,6,21 April 2016,"TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""","24. 21 April 2016 was the day of Amber’s birthday party.  We had a small gathering planned, ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=6,Raquel Pennington,2016-04-21,Apr. 2016
11.pdf,timexy,190,"April 21, 2016","TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""","April 21, 2016, Los  Ange le s , Ca lifornia :",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=190,Josh Drew,2016-04-21,Apr. 2016
11.pdf,timexy,4,21  April 2016,"TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""","21  April 2016, birthday party, Los Angeles ",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=4,Josh Drew,2016-04-21,Apr. 2016
0.pdf,timexy,34,21  April  2016,"TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""",148.  On  21  April  2016  I  was  having  my  30th  birthday  party  with  friends  at  the  penthouse. ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=34,Amber Heard,2016-04-21,Apr. 2016
11.pdf,timexy,256,"April 21,

2016","TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=256,Josh Drew,2016-04-21,Apr. 2016
11.pdf,timexy,4,21  April 2016,"TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""","21  April 2016, birthday party, Los Angeles ",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=4,Josh Drew,2016-04-21,Apr. 2016
11.pdf,timexy,190,"April 21, 2016","TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""","April 21, 2016, Los  Ange le s , Ca lifornia :",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=190,Josh Drew,2016-04-21,Apr. 2016
10.pdf,timexy,11,21 April 2016,"TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""","I was not at Amber’s birthday party on 21 April 2016, but I was told about it the next day, ",https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=11,iO Tillet-Wright,2016-04-21,Apr. 2016
4.pdf,timexy,8,"21 

April  2016","TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=8,Amber Heard,2016-04-21,Apr. 2016
11.pdf,timexy,19,"April 21, 2016","TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""","1 vein.                                                     11:43
2           There were other times when things were
3 not good, and there were arguments, or there were
4 fights, and things were not going well.  And the
5 context varied based on circumstances.                    11:43
6       Q   Mr. Drew, moving to April 21, 2016, do you
7 recall that there was to have been a birthday
8 celebration that night?
9       A   Yes.",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=19,Josh Drew,2016-04-21,Apr. 2016
11.pdf,timexy,253,"April 22, 2016","TIMEX3 type=""DATE"" value=""2016-04-22T00:00:00""","Heard punching me in the face on or about April 22, 2016. This photograph was taken by my",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=253,Josh Drew,2016-04-22,Apr. 2016
11.pdf,timexy,253,"April 22, 2016","TIMEX3 type=""DATE"" value=""2016-04-22T00:00:00""","Heard punching me in the face on or about April 22, 2016. This photograph was taken by my",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=253,Josh Drew,2016-04-22,Apr. 2016
